CustomerID,Recency,Frequency,Monetary,Cluster,AOV,CLV,Churn,Purchase_Interval,Segment
12346.0,326,1,77183.6,3,77183.6,231550.80000000002,1,326.0,At-Risk / Mid-Value
12431.0,36,15,6487.45,3,432.49666666666667,19462.35,0,2.4,At-Risk / Mid-Value
12437.0,2,18,4951.41,3,275.0783333333333,14854.23,0,0.1111111111111111,At-Risk / Mid-Value
12471.0,2,30,19824.05,3,660.8016666666666,59472.149999999994,0,0.06666666666666667,At-Risk / Mid-Value
12474.0,17,18,7375.79,3,409.7661111111111,22127.37,0,0.9444444444444444,At-Risk / Mid-Value
12540.0,20,17,13400.24,3,788.2494117647059,40200.72,0,1.1764705882352942,At-Risk / Mid-Value
12569.0,2,32,4124.69,3,128.8965625,12374.07,0,0.0625,At-Risk / Mid-Value
12583.0,3,15,7281.38,3,485.42533333333336,21844.14,0,0.2,At-Risk / Mid-Value
12621.0,2,20,13689.67,3,684.4835,41069.01000000001,0,0.1,At-Risk / Mid-Value
12678.0,42,12,17628.46,3,1469.0383333333332,52885.38,0,3.5,At-Risk / Mid-Value
12681.0,15,22,13787.54,3,626.7063636363637,41362.62,0,0.6818181818181818,At-Risk / Mid-Value
12682.0,4,31,12288.22,3,396.3941935483871,36864.659999999996,0,0.12903225806451613,At-Risk / Mid-Value
12683.0,4,15,8476.57,3,565.1046666666666,25429.71,0,0.26666666666666666,At-Risk / Mid-Value
12709.0,15,15,9736.52,3,649.1013333333334,29209.56,0,1.0,At-Risk / Mid-Value
12720.0,3,25,5781.73,3,231.26919999999998,17345.19,0,0.12,At-Risk / Mid-Value
12731.0,24,12,18895.91,3,1574.6591666666666,56687.729999999996,0,2.0,At-Risk / Mid-Value
12744.0,52,7,21279.29,3,3039.8985714285714,63837.87,0,7.428571428571429,At-Risk / Mid-Value
12757.0,16,13,7857.1,3,604.3923076923077,23571.3,0,1.2307692307692308,At-Risk / Mid-Value
12839.0,3,14,5591.42,3,399.38714285714286,16774.260000000002,0,0.21428571428571427,At-Risk / Mid-Value
12841.0,5,25,4022.35,3,160.894,12067.050000000001,0,0.2,At-Risk / Mid-Value
12901.0,9,28,17654.54,3,630.5192857142857,52963.62,0,0.32142857142857145,At-Risk / Mid-Value
12921.0,9,37,16587.09,3,448.29972972972973,49761.270000000004,0,0.24324324324324326,At-Risk / Mid-Value
12931.0,22,15,42055.96,3,2803.730666666667,126167.88,0,1.4666666666666666,At-Risk / Mid-Value
12971.0,4,86,11189.91,3,130.11523255813952,33569.729999999996,0,0.046511627906976744,At-Risk / Mid-Value
12989.0,3,15,6924.110000000001,3,461.6073333333334,20772.33,0,0.2,At-Risk / Mid-Value
13001.0,4,13,9818.82,3,755.2938461538462,29456.46,0,0.3076923076923077,At-Risk / Mid-Value
13004.0,12,18,5655.91,3,314.21722222222223,16967.73,0,0.6666666666666666,At-Risk / Mid-Value
13018.0,16,28,7277.7,3,259.91785714285714,21833.1,0,0.5714285714285714,At-Risk / Mid-Value
13050.0,15,17,5836.86,3,343.3447058823529,17510.579999999998,0,0.8823529411764706,At-Risk / Mid-Value
13069.0,1,24,4436.12,3,184.83833333333334,13308.36,0,0.041666666666666664,At-Risk / Mid-Value
13078.0,3,26,12627.94,3,485.69,37883.82,0,0.11538461538461539,At-Risk / Mid-Value
13081.0,12,11,28337.38,3,2576.1254545454544,85012.13999999998,0,1.0909090909090908,At-Risk / Mid-Value
13090.0,9,14,8910.82,3,636.4871428571429,26732.46,0,0.6428571428571429,At-Risk / Mid-Value
13098.0,1,28,28882.44,3,1031.5157142857142,86647.31999999999,0,0.03571428571428571,At-Risk / Mid-Value
13102.0,1,24,6424.09,3,267.67041666666665,19272.27,0,0.041666666666666664,At-Risk / Mid-Value
13113.0,1,24,12245.960000000001,3,510.2483333333334,36737.880000000005,0,0.041666666666666664,At-Risk / Mid-Value
13199.0,4,38,9817.12,3,258.34526315789475,29451.36,0,0.10526315789473684,At-Risk / Mid-Value
13263.0,1,35,7454.07,3,212.97342857142857,22362.21,0,0.02857142857142857,At-Risk / Mid-Value
13267.0,3,19,4521.49,3,237.97315789473683,13564.47,0,0.15789473684210525,At-Risk / Mid-Value
13269.0,1,15,5346.2300000000005,3,356.41533333333336,16038.690000000002,0,0.06666666666666667,At-Risk / Mid-Value
13319.0,5,26,10845.550000000001,3,417.1365384615385,32536.65,0,0.19230769230769232,At-Risk / Mid-Value
13408.0,2,62,28117.04,3,453.5006451612903,84351.12,0,0.03225806451612903,At-Risk / Mid-Value
13418.0,12,18,6127.43,3,340.4127777777778,18382.29,0,0.6666666666666666,At-Risk / Mid-Value
13458.0,7,14,9646.57,3,689.0407142857142,28939.71,0,0.5,At-Risk / Mid-Value
13468.0,2,37,5704.97,3,154.1883783783784,17114.91,0,0.05405405405405406,At-Risk / Mid-Value
13488.0,17,13,8968.31,3,689.87,26904.93,0,1.3076923076923077,At-Risk / Mid-Value
13534.0,2,25,5870.08,3,234.8032,17610.239999999998,0,0.08,At-Risk / Mid-Value
13576.0,10,18,6717.34,3,373.18555555555554,20152.02,0,0.5555555555555556,At-Risk / Mid-Value
13599.0,1,21,5153.67,3,245.41285714285715,15461.01,0,0.047619047619047616,At-Risk / Mid-Value
13668.0,3,21,6363.59,3,303.02809523809526,19090.77,0,0.14285714285714285,At-Risk / Mid-Value
