CustomerID,Recency,Frequency,Monetary,Cluster,AOV,CLV,Churn,Purchase_Interval,Segment
12350.0,310,1,334.4,1,334.4,1003.1999999999999,1,310.0,Churned / Low-Value
12353.0,204,1,89.0,1,89.0,267.0,1,204.0,Churned / Low-Value
12354.0,232,1,1079.4,1,1079.4,3238.2000000000003,1,232.0,Churned / Low-Value
12355.0,214,1,459.4,1,459.4,1378.1999999999998,1,214.0,Churned / Low-Value
12361.0,287,1,189.9,1,189.9,569.7,1,287.0,Churned / Low-Value
12365.0,291,2,641.38,1,320.69,1924.1399999999999,1,145.5,Churned / Low-Value
12373.0,311,1,364.6,1,364.6,1093.8000000000002,1,311.0,Churned / Low-Value
12377.0,315,2,1628.12,1,814.06,4884.36,1,157.5,Churned / Low-Value
12383.0,185,5,1850.56,1,370.11199999999997,5551.68,1,37.0,Churned / Low-Value
12386.0,338,2,401.9,1,200.95,1205.6999999999998,1,169.0,Churned / Low-Value
12401.0,303,1,84.3,1,84.3,252.89999999999998,1,303.0,Churned / Low-Value
12402.0,323,1,225.6,1,225.6,676.8,1,323.0,Churned / Low-Value
12405.0,149,1,1710.39,1,1710.39,5131.17,1,149.0,Churned / Low-Value
12410.0,309,2,693.3299999999999,1,346.66499999999996,2079.99,1,154.5,Churned / Low-Value
12414.0,217,3,562.41,1,187.47,1687.23,1,72.33333333333333,Churned / Low-Value
12424.0,163,2,1760.96,1,880.48,5282.88,1,81.5,Churned / Low-Value
12426.0,195,1,582.73,1,582.73,1748.19,1,195.0,Churned / Low-Value
12441.0,367,1,173.55,1,173.55,520.6500000000001,1,367.0,Churned / Low-Value
12447.0,243,1,476.49,1,476.49,1429.47,1,243.0,Churned / Low-Value
12450.0,156,2,197.88,1,98.94,593.64,1,78.0,Churned / Low-Value
12468.0,188,2,729.5400000000001,1,364.77000000000004,2188.6200000000003,1,94.0,Churned / Low-Value
12489.0,336,1,334.93,1,334.93,1004.79,1,336.0,Churned / Low-Value
12493.0,166,2,433.74,1,216.87,1301.22,1,83.0,Churned / Low-Value
12501.0,337,1,2169.39,1,2169.39,6508.17,1,337.0,Churned / Low-Value
12506.0,233,1,73.5,1,73.5,220.5,1,233.0,Churned / Low-Value
12509.0,284,1,176.5,1,176.5,529.5,1,284.0,Churned / Low-Value
12514.0,267,1,1017.68,1,1017.68,3053.04,1,267.0,Churned / Low-Value
12515.0,353,1,383.7,1,383.7,1151.1,1,353.0,Churned / Low-Value
12521.0,143,1,599.68,1,599.68,1799.04,1,143.0,Churned / Low-Value
12547.0,198,2,207.79999999999998,1,103.89999999999999,623.4,1,99.0,Churned / Low-Value
12548.0,166,1,95.19999999999999,1,95.19999999999999,285.59999999999997,1,166.0,Churned / Low-Value
12551.0,358,1,168.0,1,168.0,504.0,1,358.0,Churned / Low-Value
12559.0,311,2,561.71,1,280.855,1685.13,1,155.5,Churned / Low-Value
12561.0,303,1,238.85,1,238.85,716.55,1,303.0,Churned / Low-Value
12564.0,261,1,456.9,1,456.9,1370.6999999999998,1,261.0,Churned / Low-Value
12565.0,289,1,145.92,1,145.92,437.76,1,289.0,Churned / Low-Value
12573.0,227,1,160.54000000000002,1,160.54000000000002,481.62000000000006,1,227.0,Churned / Low-Value
12574.0,316,1,218.45,1,218.45,655.3499999999999,1,316.0,Churned / Low-Value
12580.0,247,1,415.7,1,415.7,1247.1,1,247.0,Churned / Low-Value
12582.0,239,2,511.36,1,255.68,1534.08,1,119.5,Churned / Low-Value
